,DateTime,WDIR,WSPD,ATMP,DEWP,VIS,GSTD,TIME,WX,WY
2883,2021-12-20 00:35:00,10.0,8.8,14.0,9.0,8.7,3.0,0.9883615104677607,3.287493251336209,8.162866415813681
2882,2021-12-20 00:55:00,10.0,8.8,14.0,8.0,8.7,0.0,0.9713420698132614,3.287493251336209,8.162866415813681
2881,2021-12-20 01:15:00,10.0,9.8,14.0,8.0,5.2,0.0,0.9469301294951057,3.6610720298971424,9.090464872156144
2880,2021-12-20 01:35:00,20.0,8.8,14.0,8.0,3.5,0.0,0.9153114791194471,-6.343724573277018,6.09894733035147
2879,2021-12-20 01:55:00,10.0,8.2,14.0,7.0,6.1,0.0,0.8767267557075077,3.0633459841996493,7.6063073420082015
2878,2021-12-20 02:15:00,20.0,7.7,14.0,7.0,7.8,0.0,0.8314696123025452,-5.55075900161739,5.336578914057536
2877,2021-12-20 02:35:00,20.0,8.2,14.0,7.0,7.8,5.700000000000001,0.7798844830928818,-5.9111978978263116,5.68311001237296
2876,2021-12-20 02:55:00,30.0,10.3,14.0,7.0,7.8,3.5999999999999996,0.7223639620597556,-9.395537109951174,-4.22064952531365
2875,2021-12-20 03:15:00,20.0,9.8,14.0,7.0,5.2,4.1,0.659345815100069,-7.064602365694861,6.792009526982318
2874,2021-12-20 03:35:00,30.0,9.3,14.0,7.0,7.0,0.0,0.5913096483635825,-8.483349041023876,-3.81087772673951
2873,2021-12-20 03:55:00,30.0,9.3,14.0,7.0,6.1,4.1,0.5187732581605216,-8.483349041023876,-3.81087772673951
2872,2021-12-20 04:15:00,40.0,7.7,14.0,7.0,7.8,4.1000000000000005,0.44228869021900125,0.30283779065882915,-7.694042453258812
2871,2021-12-20 04:35:00,50.0,7.7,14.0,7.0,8.7,3.1000000000000005,0.3624380382837017,7.250115674612968,-2.5934191147462746
2870,2021-12-20 04:55:00,30.0,9.3,14.0,7.0,8.7,0.0,0.27982901403099203,-8.483349041023876,-3.81087772673951
2869,2021-12-20 05:15:00,40.0,6.2,15.0,7.0,8.7,3.6000000000000005,0.19509032201612833,0.24384341585516114,-6.19520301431229
2868,2021-12-20 05:35:00,50.0,6.2,14.0,8.0,7.8,3.6000000000000005,0.10886687485196474,5.837755478259793,-2.0882075988866107
2867,2021-12-20 05:55:00,40.0,7.7,14.0,9.0,6.1,3.6000000000000005,0.02181488503456116,0.30283779065882915,-7.694042453258812
2866,2021-12-20 06:15:00,50.0,6.2,14.0,9.0,5.2,3.1000000000000005,-0.06540312923014314,5.837755478259793,-2.0882075988866107
2865,2021-12-20 06:35:00,30.0,8.2,14.0,9.0,5.2,3.6000000000000014,-0.15212338618991647,-7.4799421652038465,-3.3601287483079543
2864,2021-12-20 06:55:00,40.0,9.3,14.0,10.0,3.5,0.0,-0.23768589232617318,0.36576512378274173,-9.292804521468437
2863,2021-12-20 07:15:00,40.0,7.2,14.0,9.0,4.3,2.6000000000000005,-0.32143946530316136,0.2831729990576065,-7.194429306943305
2862,2021-12-20 07:35:00,30.0,9.3,14.0,9.0,4.3,0.0,-0.40274668985873713,-8.483349041023876,-3.81087772673951
2861,2021-12-20 07:55:00,20.0,7.7,13.0,9.0,2.2,0.0,-0.48098876891938747,-5.55075900161739,5.336578914057536
2860,2021-12-20 08:15:00,30.0,9.8,13.0,10.0,2.2,0.0,-0.555570233019602,-8.939443075487524,-4.0157636260265805
2859,2021-12-20 08:35:00,30.0,9.8,12.0,11.0,2.2,0.0,-0.6259234721840591,-8.939443075487524,-4.0157636260265805
2858,2021-12-20 08:55:00,40.0,9.3,13.0,11.0,2.6,2.5,-0.691513055782269,0.36576512378274173,-9.292804521468437
2857,2021-12-20 09:15:00,50.0,7.7,13.0,11.0,6.1,5.2,-0.7518398074789773,7.250115674612968,-2.5934191147462746
2856,2021-12-20 09:35:00,70.0,8.2,13.0,11.0,7.0,3.6000000000000014,-0.8064446042674827,-3.6517119996705127,7.342002415653537
2855,2021-12-20 09:55:00,60.0,8.8,13.0,11.0,7.8,0.0,-0.8549118706729464,5.8447324864423225,6.578685443302921
2854,2021-12-20 10:15:00,40.0,9.3,14.0,11.0,7.0,3.5999999999999996,-0.8968727415326883,0.36576512378274173,-9.292804521468437
2853,2021-12-20 10:35:00,20.0,10.8,14.0,11.0,7.8,0.0,-0.9320078692827987,-7.785480158112704,7.485071723613167
2852,2021-12-20 10:55:00,20.0,10.8,13.0,11.0,8.7,3.5999999999999996,-0.9600498543859286,-7.785480158112704,7.485071723613167
2851,2021-12-20 11:15:00,10.0,10.8,13.0,10.0,1.5,0.0,-0.9807852804032304,4.034650808458075,10.018063328498608
2850,2021-12-20 11:35:00,20.0,12.9,12.0,10.0,1.7,0.0,-0.9940563382223196,-9.299323522190173,8.94050233653795
2849,2021-12-20 11:55:00,20.0,11.8,12.0,10.0,7.8,0.0,-0.9997620270799091,-8.506357950530546,8.178133920244017
2848,2021-12-20 12:15:00,10.0,12.4,12.0,10.0,8.7,4.1,-0.9978589232386035,4.632376854155567,11.502220858646549
2847,2021-12-20 12:35:00,20.0,11.8,12.0,9.0,8.7,0.0,-0.9883615104677607,-8.506357950530546,8.178133920244017
2846,2021-12-20 12:55:00,20.0,11.8,12.0,9.0,8.7,0.0,-0.9713420698132615,-8.506357950530546,8.178133920244017
2845,2021-12-20 13:15:00,30.0,10.8,12.0,9.0,8.7,0.0,-0.9469301294951057,-9.851631144414824,-4.425535424600721
2844,2021-12-20 13:35:00,30.0,9.8,13.0,8.0,8.7,2.5999999999999996,-0.9153114791194472,-8.939443075487524,-4.0157636260265805
